date,share_code,number_of_shares,domestic_cp_lt_5_raw,domestic_cp_gte_5_raw,domestic_fd_lt_5_raw,domestic_fd_gte_5_raw,domestic_ib_lt_5_raw,domestic_ib_gte_5_raw,domestic_id_lt_5_raw,domestic_id_gte_5_raw,domestic_is_lt_5_raw,domestic_is_gte_5_raw,domestic_mf_lt_5_raw,domestic_mf_gte_5_raw,domestic_ot_lt_5_raw,domestic_ot_gte_5_raw,domestic_pf_lt_5_raw,domestic_pf_gte_5_raw,domestic_sc_lt_5_raw,domestic_sc_gte_5_raw,foreign_cp_lt_5_raw,foreign_cp_gte_5_raw,foreign_fd_lt_5_raw,foreign_fd_gte_5_raw,foreign_ib_lt_5_raw,foreign_ib_gte_5_raw,foreign_id_lt_5_raw,foreign_id_gte_5_raw,foreign_is_lt_5_raw,foreign_is_gte_5_raw,foreign_mf_lt_5_raw,foreign_mf_gte_5_raw,foreign_ot_lt_5_raw,foreign_ot_gte_5_raw,foreign_pf_lt_5_raw,foreign_pf_gte_5_raw,foreign_sc_lt_5_raw,foreign_sc_gte_5_raw,total_scripless_raw
31-Mar-2026,PTMR,1.907.000.000,247.960.200,0,,,,,184.111.300,0,,,,,,,,,,,,,,,411.500,0,2.417.000,0,,,,,,,,,100.000,0,435.000.000
31-Mar-2026,PTPP,6.199.897.354,274.751.936,0,17.347.071,0,3.500.000,0,2.032.972.860,0,396.990.677,0,9.438.864,0,2.312.192,0,53.636.854,0,100.471.338,0,18.012.192,0,,,35.111.575,0,15.030.434,0,,,59.093.402,0,5.961.697,0,1.235.900,0,12.082.526,0,3.037.949.518
31-Mar-2026,PTPS,2.167.514.856,1.540.900,0,,,,,431.098.956,0,,,,,,,,,,,,,,,5.412.100,0,545.500,0,,,,,11.417.400,0,,,,,450.014.856
31-Mar-2026,PTPW,878.187.500,80.643.800,91.481.900,,,,,3.509.700,0,,,,,,,,,,,,,,,1.500,0,600,0,,,,,,,,,,,175.637.500
31-Mar-2026,PTRA,294.443.500,15.877.735,0,,,,,83.705.588,0,20,0,,,1.382.150,0,93.175,0,672.221,0,2.622.680,0,,,403.350,0,411.283,0,,,,,,,,,50.100,0,105.218.302
31-Mar-2026,PTRO,10.086.050.000,893.255.300,7.037.786.370,228.600,0,210.000,0,981.169.520,0,3.956.300,0,38.041.137,0,107.200,0,2.249.600,0,54.659.531,0,240.583.655,0,91.700,0,266.458.838,0,12.259.500,0,4.439.565,0,84.660.351,0,32.479.023,0,23.577.457,0,317.762.353,0,9.993.976.000
31-Mar-2026,PTSN,5.314.344.000,2.000,0,,,,,423.878.674,3.532.500.000,,,,,,,,,5.000,0,260.977.800,1.062.868.500,,,7.336.600,0,16.397.626,0,,,,,3.000.000,0,275.800,0,7.102.000,0,5.314.344.000
31-Mar-2026,PTSP,220.808.000,1.040.400,80.652.666,,,,,3.670.900,0,1.524.100,0,,,,,,,,,22.020.000,0,,,28.048.880,79.672.054,5.000,0,,,,,3.929.000,0,,,25.600,0,220.588.600
31-Mar-2026,PUDP,659.120.000,10.851.276,293.545.682,,,1.882,0,191.383.660,150.093.228,432.394,0,,,,,,,3.654,0,40,0,,,1.480.500,0,40.746,0,,,,,2.996.000,0,,,4.070.504,0,654.899.566
31-Mar-2026,PURA,6.301.930.902,164.924.400,2.550.336.780,10.066,0,,,3.268.192.356,0,,,,,,,,,1.900,0,,,,,290.159.200,0,25.506.200,0,,,,,,,,,2.800.000,0,6.301.930.902
31-Mar-2026,PURE,1.375.181.505,13.205.000,363.726.830,401.500,0,,,828.191.848,0,485.600,0,,,3.747.800,0,650.000,0,200.000,149.102.527,,,,,30.000,0,3.117.600,0,,,,,,,,,390.600,0,1.363.249.305
31-Mar-2026,PURI,1.000.000.000,463.200,0,,,,,135.224.600,0,,,,,,,,,,,,,,,5.437.300,0,7.168.600,51.470.500,,,,,,,,,235.800,0,200.000.000
31-Mar-2026,PWON,48.159.602.400,114.637.628,33.077.598.400,43.016.200,0,320.600,0,2.843.906.241,0,665.505.349,0,825.850.742,0,1.919.900,0,170.262.772,0,14.773.728,0,309.173.174,0,,,738.711.421,0,18.340.800,0,13.976.900,0,6.333.684.697,0,1.269.186.093,0,1.516.987.142,0,55.540.349,0,48.013.392.136
31-Mar-2026,PYFA,11.236.694.469,219.679.273,0,,,,,2.321.539.906,0,100,572.628.400,123.053.200,0,800.000,0,14.338.600,0,352.879.539,0,38.109.420,7.194.080.948,,,364.744.171,0,27.343.900,0,,,4.191.000,0,,,,,3.245.500,0,11.236.633.957
31-Mar-2026,PZZA,3.021.875.000,42.163.900,1.957.933.250,1.274.000,0,,,291.112.300,0,760.600,0,,,340.700,0,,,1.315.119,0,74.481,211.533.000,,,39.062.908,290.000.000,27.391.000,0,,,4.952.300,0,10.200.400,0,,,143.761.042,0,3.021.875.000
31-Mar-2026,RAAM,6.813.620.000,63.214.500,619.420.000,,,,,470.029.200,4.599.467.382,,,,,,,,,28.097.518,0,402.723.000,0,,,405.141.700,0,12.046.500,0,,,48.103.300,0,6.500.000,0,,,158.876.900,0,6.813.620.000
31-Mar-2026,RAFI,3.128.140.475,3.751.400,0,,,,,1.900.825.324,0,,,,,,,,,51,0,,,,,12.100.100,0,11.463.600,0,,,,,,,,,,,1.928.140.475
31-Mar-2026,RAJA,4.227.082.500,155.413.400,2.021.546.004,382.200,0,,,666.220.796,1.163.236.100,20.557.800,0,47.957.100,0,220.000,0,13.876.000,0,8.708.256,0,6.299.700,0,,,29.548.100,0,2.606.100,0,657.800,0,13.582.071,0,64.201.411,0,6.147.824,0,5.921.338,0,4.227.082.000
31-Mar-2026,RALS,7.096.000.000,366.329.640,961.222.700,32.263.125,0,1.965.820,0,1.069.539.766,0,14.053.800,0,40.798.900,0,,,5.064.700,0,762.639,0,28.608.474,0,,,29.253.095,0,6.826.200,0,,,82.556.052,0,157.350.583,0,53.533.122,0,20.812.644,0,2.870.941.260
31-Mar-2026,RANC,1.564.487.500,118.272.557,1.379.018.168,,,,,66.242.475,0,,,,,,,,,500,0,100.000,0,,,340.200,0,384.000,0,,,,,,,,,129.600,0,1.564.487.500
31-Mar-2026,RATU,2.715.053.800,308.742.700,1.867.121.000,733.400,0,,,334.238.500,0,684.400,0,23.903.721,0,70.000,0,5.153.000,0,5.332.516,0,56.758.045,0,,,38.552.554,0,2.727.000,0,437.300,0,4.815.520,0,15.195.755,0,8.492.436,0,41.995.953,0,2.714.953.800
31-Mar-2026,RBMS,2.656.212.826,192.425.747,0,65.075,0,,,816.085.986,1.378.060.918,124.348.341,0,141.984.745,0,,,446.200,0,38.244,0,,,,,100,0,1.162.970,0,,,,,,,,,,,2.654.618.326
31-Mar-2026,RCCC,787.500.000,550,613.620.000,75,0,,,168.622.865,0,,,,,,,,,85,0,,,,,105,0,5.256.320,0,,,,,,,,,,,787.500.000
31-Mar-2026,RDTX,268.800.000,517.212,0,,,3.044,0,63.281.342,204.545.900,17.900,0,,,,,,,1.250,0,,,,,4.700,0,1.500,0,,,133.800,0,,,,,600,0,268.507.248
31-Mar-2026,REAL,6.633.610.151,3.168.900,1.033.160.000,30.500,0,,,2.413.084.251,0,,,,,,,,,18.901.300,0,1.849.900,0,,,32.354.100,0,9.589.600,0,,,,,,,,,21.991.600,0,3.534.130.151
31-Mar-2026,RELF,5.727.832.195,543.806.800,3.787.560.000,,,,,759.497.995,617.120.000,,,,,25.100,0,,,,,,,,,12.746.300,0,7.076.000,0,,,,,,,,,,,5.727.832.195
31-Mar-2026,RELI,1.800.000.000,100.114.410,1.541.616.135,,,,,72.102.955,0,15.271.000,0,,,,,,,70.870.600,0,,,,,13.500,0,,,,,,,,,,,11.400,0,1.800.000.000
31-Mar-2026,RGAS,1.459.234.110,28.047.100,0,,,,,304.579.090,0,,,,,,,,,20,0,,,,,,,1.607.100,0,,,,,,,,,800,0,334.234.110
31-Mar-2026,RICY,641.717.510,125.500,0,,,,,247.349.660,0,,,,,,,,,50,0,,,,,19.642.100,0,30.364.600,0,,,,,,,,,1.100.000,0,298.581.910
31-Mar-2026,RIGS,609.130.000,1.591.700,490.597.030,,,,,83.051.150,0,,,,,,,,,1.105.000,0,20.030,0,,,9.048.200,0,430.100,0,,,,,140,0,,,21.008.400,0,606.851.750
31-Mar-2026,RIMO,45.080.600.000,5.815.050.820,0,6.549.252,0,315.529.099,0,5.374.368.489,0,1.796.872.538,3.784.665.833,8.561.890.073,0,298.809.600,8.194.842.171,46.161.932,0,1.455.047.806,0,2.642.087.402,0,,,178.015.700,4.769.888.939,15.319.860,0,2.228.700,0,553.065.300,0,235.702.000,0,23.294.100,0,9.449.000,0,44.078.838.614
31-Mar-2026,RISE,16.198.599.990,3.200.333.268,0,,,,,92.353.136,0,,,,,2.442.000,0,,,20.000.768,0,4.221,0,,,1.642.301,0,64.816,0,,,455.088,0,,,,,382.695.992,0,3.699.991.590
31-Mar-2026,RLCO,3.125.000.000,236.268.700,2.425.000.000,100,0,,,249.298.000,0,33.000,0,,,,,,,139.923.900,0,17.064.300,0,,,13.848.500,0,1.497.700,0,,,,,42.058.300,0,,,7.500,0,3.125.000.000
31-Mar-2026,RMKE,4.375.000.000,1.542.367.900,2.132.693.000,10.000,0,,,187.293.500,0,514.000,0,25.474.400,0,110.000,0,134.500,0,1.845.420,0,174.157,0,,,27.093.108,0,1.753.100,0,,,300.000,0,4.222.922,0,,,706.993,0,3.924.693.000
31-Mar-2026,RMKO,1.250.000.000,41.084.000,156.250.000,,,,,344.725.700,0,,,270.000,0,,,,,,,,,,,17.021.200,0,1.418.600,0,,,1.000.000,0,,,,,730.500,0,562.500.000
31-Mar-2026,ROCK,1.435.185.100,224.343.300,373.148.100,,,,,2.321.900,774.999.998,,,,,,,,,,,,,,,60.364.800,0,7.000,0,,,,,,,,,,,1.435.185.098
31-Mar-2026,RODA,13.592.128.209,14.786.285,0,251.919,0,,,1.384.080.035,11.152.023.200,75.705.309,0,15.287.689,0,78,0,4.800.095,0,9.307.500,0,,,,,122.147.100,0,134.784.999,0,,,,,678.901.100,0,,,52.900,0,13.592.128.209
31-Mar-2026,RONY,1.250.000.000,27.429.500,0,,,,,5.695.400,0,,,,,,,,,,,0,1.000.001.600,,,78.900,0,215.976.900,0,,,,,,,,,817.700,0,1.250.000.000
31-Mar-2026,ROTI,6.186.488.888,247.700,2.158.680.400,905.000,0,,,88.457.107,0,825.500,0,,,125.088,0,,,63.272.184,0,93.686.033,3.031.817.145,70.000,0,144.204.083,0,2.240.999,0,,,17.915.488,0,49.021.722,0,47.600,0,9.108.062,0,5.660.624.111
31-Mar-2026,RSCH,2.650.000.000,254.351.800,0,,,,,240.703.000,0,,,,,,,,,17.237.000,0,3.800,0,,,6.971.300,0,41.000,0,,,,,,,,,10.692.100,0,530.000.000
31-Mar-2026,RSGK,929.675.000,40.113.100,840.812.994,,,,,46.032.306,0,,,,,,,,,,,,,,,2.644.600,0,72.000,0,,,,,,,,,,,929.675.000
31-Mar-2026,RUIS,770.000.000,146.018.350,110.202.500,,,,,149.477.075,184.598.700,,,,,,,,,45.200,0,15,0,,,3.890.860,0,496.900,0,,,,,2.499.000,0,2.153.000,0,18.200,106.448.200,705.848.000
31-Mar-2026,RUNS,983.557.875,2.688.500,0,,,,,208.025.600,270.243.575,,,,,,,,,,,,,,,1.329.700,0,356.000,0,,,,,,,,,400.200,0,483.043.575
31-Mar-2026,RYAN,550.060.000,20.083.000,453.801.000,,,,,26.100.500,0,,,,,45.000,0,,,5.872.500,0,,,,,,,,,,,,,,,,,3.700.000,40.163.000,549.765.000
31-Mar-2026,SAFE,821.207.512,2.976.027,518.470.813,,,127.244,0,42.032.255,0,,,,,,,,,516.057,0,9.885,0,,,1.672.970,0,94.500,0,,,,,7.824,228.542.002,,,4.777.938,0,799.227.515
31-Mar-2026,SAGE,8.033.527.260,17.456.700,0,2.600,0,,,1.120.049.910,775.000.000,,,468.034.800,0,,,,,50,0,,,,,2.274.400,0,2.408.800,0,,,,,,,,,50.000,0,2.385.277.260
31-Mar-2026,SAME,17.164.632.545,1.411.957.087,14.557.032.045,14.354,0,,,994.229.437,0,2.330.500,0,117.733.150,0,,,,,19.648.992,0,2.892.484,0,,,27.450.363,0,8.197.274,0,,,18.759.400,0,1.254.900,0,488.800,0,2.643.759,0,17.164.632.545
31-Mar-2026,SAMF,10.250.000.000,1.367.127.900,0,,,,,178.797.600,0,,,,,,,,,,,2.575.400,0,,,1.235.000,0,264.100,0,,,,,,,,,,,1.550.000.000
31-Mar-2026,SAPX,833.333.300,0,388.000.000,,,,,40.109.100,0,,,,,,,,,,,0,370.833.300,,,33.140.500,0,235.900,0,,,,,,,,,1.014.500,0,833.333.300
31-Mar-2026,SATU,1.375.000.000,9,0,,,,,246.159.291,519.840.400,,,,,,,,,,,681.700,0,,,21.728.600,0,2.000,0,,,,,,,,,5.338.000,0,793.750.000
31-Mar-2026,SBAT,4.752.982.978,37.302.100,665.250.000,500,0,,,2.352.636.120,485.457.478,,,,,,,,,110.339,0,55.982.200,0,,,100,0,2.739.720,0,,,,,,,,,,,3.599.478.557
31-Mar-2026,SBMA,929.926.282,3.500,0,,,,,277.111.977,0,,,,,,,,,105,0,,,,,100,0,172.800,0,,,,,,,,,2.637.800,0,279.926.282
31-Mar-2026,SCCO,822.333.600,66.559.808,0,,,46.800,0,37.690.544,0,2.080.000,0,28.295.300,0,1.392.000,0,,,3.563.780,0,800,0,,,707.300,0,195.000,0,,,517.344,0,,,,,1.102.400,0,142.151.076
31-Mar-2026,SCMA,73.970.569.505,1.237.634.985,65.516.557.565,75.480.976,0,,,3.676.278.258,0,212.868.600,0,780.967.071,0,,,135.758.805,0,29.859.042,0,311.008.463,0,,,78.827.308,0,12.486.810,0,25.314.400,0,1.277.650.694,0,444.950.857,0,130.018.828,0,24.905.643,0,73.970.568.305
31-Mar-2026,SCNP,2.500.000.000,127.724.500,192.334.900,,,,,60.412.800,0,,,,,,,,,,,,,,,368.700,0,600,0,,,119.086.500,0,,,,,72.000,0,500.000.000
31-Mar-2026,SCPI,3.600.000,50,0,,,,,5.864,0,,,,,,,,,,,0,3.556.336,,,,,,,,,,,,,,,,,3.562.250
31-Mar-2026,SDMU,2.250.691.100,18.895.525,0,,,,,416.239.556,1.177.214.644,0,205.000.000,400,0,,,,,75,0,,,,,15.000.850,0,28.527.550,0,,,,,,,,,,,1.860.878.600
31-Mar-2026,SDPC,1.274.000.000,32.045.150,123.844.020,,,750,0,127.695.295,0,42.962.830,0,,,,,,,725,0,0,935.541.534,,,7.854.200,0,20.700,0,,,,,,,,,11.085,0,1.269.976.289
31-Mar-2026,SDRA,14.692.189.889,997.691.727,0,250,0,89.000.000,0,234.481.787,0,,,,,,,,,2.608,0,13.134.800,0,,,15.155.405,13.333.457.836,5.099.246,0,,,,,45.000,0,,,938.800,0,14.689.007.459
31-Mar-2026,SEMA,1.347.258.842,800.000,0,,,,,440.301.542,0,,,,,100,0,15.000,0,100,0,,,,,2.718.500,0,3.423.600,0,,,,,,,,,,,447.258.842
31-Mar-2026,SFAN,1.359.934.021,305.817.370,834.916.700,,,,,84.806.821,0,,,519.000,0,,,,,,,,,,,36.400,0,,,,,,,,,,,,,1.226.096.291
31-Mar-2026,SGER,15.586.909.438,2.990.682.170,0,1.766,0,,,1.155.178.117,2.103.528.865,3.707.000,0,2.611.088,0,600.380.421,0,294.678,0,36.085.926,0,74,0,,,25.922.592,0,47.151.210,0,,,,,,,,,3.448.877,0,6.968.992.784
31-Mar-2026,SGRO,1.818.622.000,547.700,0,,,,,15.935.431,0,385.500,0,3.045.864,0,,,,,13.181,0,5.523,1.794.889.157,,,2.658.095,0,136.300,0,,,485.800,0,,,221.300,0,298.149,0,1.818.622.000
31-Mar-2026,SHID,1.119.326.168,867.080,936.962.068,20,0,6.660,0,151.621.740,0,1.923.700,0,,,,,1.365.000,0,21.180,0,,,,,8.400,0,543.900,0,,,,,4.657.500,0,,,3.000,0,1.097.980.248
31-Mar-2026,SHIP,2.719.790.000,298.255.662,2.219.790.000,,,,,61.693.538,0,,,,,,,,,,,45.000,0,,,4.056.800,0,38.600,0,,,,,119.670.800,0,,,16.239.600,0,2.719.790.000
31-Mar-2026,SIAP,24.000.000.000,1.642.301.912,1.474.955.082,10.484.774,0,3.519.900,0,8.800.897.759,2.089.326.250,651.695.508,0,63.746.624,0,1.130.808.695,0,4.724.400,0,77.277.345,2.628.897.282,264.025.500,4.976.312.969,,,813.000,0,2.297.600,0,8.218.300,0,65.227.400,0,53.087.300,0,10.637.300,0,40.745.100,0,24.000.000.000
31-Mar-2026,SICO,910.077.764,1.056.200,613.000.000,10,0,,,241.443.184,52.750.000,,,,,,,,,1.350.040,0,,,,,127.100,0,345.830,0,,,,,,,,,5.400,0,910.077.764
31-Mar-2026,SIDO,30.000.000.000,674.525.880,17.850.000.000,12.425.988,0,,,2.732.081.822,0,348.900.476,0,73.801.145,0,5.232,0,133.095.309,0,10.817.862,0,386.273.993,0,,,172.894.330,0,15.048.958,0,51.950.700,0,1.063.923.725,0,119.614.251,0,817.980.951,0,108.356.784,0,24.571.697.406
31-Mar-2026,SILO,13.006.125.000,196.101.759,2.679.256.980,,,,,99.382.420,0,61.158.836,0,20.721.600,0,,,1.330.900,0,4.830,0,98.410.412,8.329.093.832,,,201.589.239,0,20.129.771,0,,,252.344.626,0,1.597.300,0,23.129.796,0,21.087.579,0,12.005.339.880
31-Mar-2026,SIMA,442.589.871,856.434,0,100.000,0,10.408,26.264.118,222.765.913,0,27.332.965,0,65.890.027,0,0,53.344.500,573.624,0,18.657.254,25.808.000,95,0,,,251,0,519.759,0,,,,,62,0,,,50.712,0,442.174.122
31-Mar-2026,SIMM,1.743.240.000,0,136.826.500,,,,,69.724.500,0,,,,,,,,,5.000,0,,,,,2.000,0,93.309.500,0,,,,,,,,,132.500,0,300.000.000
31-Mar-2026,SIMP,15.501.310.000,72.867.550,0,462.700,0,,,1.182.405.180,779.207.000,222.377.300,0,2.954.050,0,,,14.099.500,0,250.378.462,0,26.694.071,0,211.600,0,83.137.522,0,4.414.700,0,,,90.740.937,0,48.171.478,0,30.092.706,0,39.543.373,0,2.847.758.129
31-Mar-2026,SING,1.579.717.070,,,,,,,123.000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,50.000,0,173.000
31-Mar-2026,SINI,481.000.000,5.866.000,239.240.000,,,,,115.747.300,43.290.000,,,20.200,0,,,,,37.000,0,20.000,74.530.000,,,228.100,0,1.284.300,0,,,300.000,0,,,,,437.100,0,481.000.000
31-Mar-2026,SIPD,1.839.102.056,73.274.095,1.669.503.819,3,0,1.366,0,62.286.003,0,65,0,,,1.918.865,0,,,961.813,0,89,0,,,3.937.510,0,452.164,0,,,,,78.086,0,,,23.822.669,0,1.836.236.547
31-Mar-2026,SKBM,1.730.103.217,19.749.750,0,,,897.089,105.927.874,104.103.640,0,,,,,50,0,,,1.275.444,0,81.756.584,0,,,11.082.127,0,11.400,0,,,,,164.297.780,432.592.194,,,667.037,0,922.360.969
31-Mar-2026,SKLT,6.907.405.000,178.500.200,2.024.834.925,,,2.000,0,132.814.500,0,,,,,,,,,5.000,0,269.842.340,0,,,75.467.500,0,304.300,0,,,,,537.264.680,3.684.747.355,,,2.030.200,0,6.905.813.000
31-Mar-2026,SKRN,7.500.000.000,232.323.700,382.000.174,,,,,351.040.921,0,,,,,,,,,1.053.000,0,382.830.005,0,,,3.235.500,0,147.055.100,0,,,,,,,,,461.600,0,1.500.000.000
31-Mar-2026,SKYB,585.000.000,38.395.800,0,,,,,98.537.900,44.566.700,,,82.746.600,61.319.300,,,,,121.800,0,9.377.900,107.444.000,,,0,52.646.100,343.400,0,,,,,0,89.420.000,,,80.500,0,585.000.000
31-Mar-2026,SLIS,2.463.339.489,955.800,1.125.000.000,,,,,1.115.842.589,179.992.600,,,,,1.151.000,0,,,100,0,,,,,28.925.700,0,4.732.800,0,,,,,200.000,0,,,6.538.900,0,2.463.339.489
31-Mar-2026,SMAR,2.872.193.366,400.870,0,60,0,148.905,0,11.160.655,0,3.999.085,0,,,138.309.100,0,1.004.100,0,70.061,0,57.080.809,0,105.000,0,868.775,0,175.930,0,,,142.600,0,2.989.780,0,210.900,0,156.370,0,216.823.000
31-Mar-2026,SMBR,9.932.534.336,13.118.100,0,77.700,0,,,951.162.514,0,472.428.600,784.084.300,171.936.204,0,13.787,0,7.212.115,0,1.498.091,0,18.485,0,,,8.241.165,0,4.601.375,0,,,5.773.100,0,6.916.300,0,3.987.100,0,1.465.300,0,2.432.534.236
31-Mar-2026,SMCB,9.019.381.973,605.062,7.533.148.888,288.000,0,4.311.634,0,77.308.639,0,30.000,0,,,57.500,0,5.011.300,0,484.328,0,236.077,1.367.396.991,,,3.315.209,0,561.822,0,,,,,3.855.900,0,,,2.903.634,0,8.999.514.984
31-Mar-2026,SMDM,4.772.138.237,12.575,4.723.134.988,10,0,,,47.165.275,0,500,0,,,,,,,13.242,0,,,,,258.400,0,851.300,0,,,,,,,,,540.072,0,4.771.976.362
31-Mar-2026,SMDR,16.375.600.000,1.027.837.850,0,1,0,,,2.032.141.899,0,36.640.900,0,230.122.911,0,1.059.500,0,206.388.500,0,79.883.216,0,14.489.768,0,,,62.242.870,0,8.218.600,0,,,186.135.106,0,107.104.748,0,62.678.214,0,47.557.067,0,4.102.501.150
31-Mar-2026,SMGA,8.750.000.000,507.714.500,2.600.000.000,,,,,1.068.976.400,0,,,,,2.000,0,,,14.251.400,0,,,,,43.308.800,0,115.246.000,0,,,,,,,,,500.900,0,4.350.000.000
31-Mar-2026,SMGR,6.751.540.089,60.482.335,0,10.605.159,0,1.225.390,0,516.058.300,0,483.581.489,0,301.161.006,0,519.400,0,69.783.285,0,4.573.181,0,60.771.669,0,3.987.900,0,127.775.757,0,5.829.709,0,4.845.721,0,1.047.183.492,0,427.640.716,0,150.312.426,0,16.741.399,0,3.293.078.334
31-Mar-2026,SMIL,8.751.668.469,129.465.400,0,200,0,,,1.429.814.649,0,167.300.000,0,,,,,,,20,450.000.000,600.000,0,,,16.232.200,0,3.038.600,0,,,4.000.000,0,,,,,1.217.400,0,2.201.668.469
31-Mar-2026,SMKL,3.418.085.290,152.241.000,0,,,,,340.876.350,0,,,,,,,,,40,0,,,,,267.500,0,109.159.600,0,,,,,65.540.800,0,,,,,668.085.290
31-Mar-2026,SMKM,1.253.000.000,63.985.100,62.650.000,,,,,756.483.689,0,,,,,,,,,,,372.744,313.250.000,,,27.122.600,0,492.125,0,,,10.500.142,0,,,,,18.143.600,0,1.253.000.000
31-Mar-2026,SMLE,2.328.153.048,154.000,1.635.364.900,,,,,330.392.998,0,,,12.083.600,0,,,,,,,,,,,70.124.500,0,14.027.350,0,,,,,,,,,205.885.700,0,2.268.033.048
31-Mar-2026,SMMA,6.367.664.717,804.913.400,3.123.791.650,26.356.853,0,,,1.393.863.456,0,1.742.500,0,16.783.700,0,2.226.235,0,,,1.362,0,172.230.983,0,,,523.770.113,0,25.834.061,0,,,82.545.499,0,102.383.051,0,,,34.114.860,0,6.310.557.723
31-Mar-2026,SMMT,3.425.000.000,157.450.800,3.027.530.067,,,,,205.432.024,0,,,,,,,,,450,0,903.977,0,,,16.937.232,0,217.700,0,,,,,,,,,12.887.750,0,3.421.360.000
31-Mar-2026,SMRA,16.508.568.358,694.770.136,3.814.000.015,41.107.608,0,132.552,0,3.919.971.698,943.500.036,673.705.712,0,655.729.132,0,10.366.422,0,113.376.525,0,65.210.795,0,145.564.172,0,,,144.144.572,0,50.619.959,0,,,853.854.319,0,271.316.004,0,99.220.029,0,49.235.691,0,12.545.825.377
31-Mar-2026,SMRU,12.499.385.782,57.647.883,6.537.292.419,1.449.447,0,38.753.721,0,546.507.419,0,3.400.000,2.383.630.786,2.424.748.797,0,118.333.394,0,43.731.835,0,59.522.463,0,254.223.000,0,,,,,30.057.718,0,,,,,,,,,86.900,0,12.499.385.782
31-Mar-2026,SMSM,5.758.675.440,200.039.412,0,20,0,625.800,0,919.193.132,0,20.655.240,0,2.323.500,0,421.600,0,,,324.671,0,212.583.013,0,,,36.009.209,0,218.000,0,,,1.238.994.718,0,43.602.000,0,14.450.039,0,15.461.530,0,2.704.901.884
31-Mar-2026,SNLK,450.000.000,21.150.000,0,,,,,134.874.600,44.000.000,,,,,,,,,,,5.700,165.116.000,,,22.407.900,0,62.445.300,0,,,,,,,,,500,0,450.000.000
31-Mar-2026,SOCI,7.059.000.000,42.210.900,4.948.522.504,100,0,,,836.828.700,0,8.203.000,0,136.349.200,0,,,17.725.100,0,7.820.197,0,594.403,0,,,33.028.400,0,3.340.200,0,,,7.529.900,0,14.377.300,0,,,5.843.100,0,6.062.373.004
31-Mar-2026,SOFA,1.653.574.499,59.327.000,1.173.500.000,,,,,368.455.999,0,,,7.985.100,0,,,,,,,3.927.800,0,,,34.330.900,0,5.351.600,0,,,,,,,,,696.100,0,1.653.574.499
31-Mar-2026,SOHO,12.691.682.390,300,0,,,,,9.809.900,1.143.986.170,,,,,,,,,,,1.160.491.170,5.294.106.280,,,1.286.100,0,1.435.300,0,,,,,,,,,3.100,5.080.564.070,12.691.682.390
31-Mar-2026,SOLA,3.287.375.000,19.471.400,2.468.079.000,,,,,711.643.400,0,,,,,,,,,,,,,,,16.120.200,0,2.123.500,0,,,,,,,,,2.025.000,0,3.219.462.500
31-Mar-2026,SONA,662.400.000,10.000,209.671.080,,,,,40.775.880,0,,,,,,,,,800,0,265.800,298.080.000,,,35.800,0,14.100,0,,,37.500,0,30.000.000,0,,,,,578.890.960
31-Mar-2026,SOSS,799.414.231,20.000.100,738.153.371,,,,,5.232.731,0,,,,,,,,,,,36.002.829,0,,,100,0,25.100,0,,,,,,,,,,,799.414.231
31-Mar-2026,SOTS,1.000.003.979,185.039.100,0,,,,,65.738.979,748.863.300,,,,,,,,,,,,,,,361.600,0,1.000,0,,,,,,,,,,,1.000.003.979
31-Mar-2026,SOUL,1.082.526.223,269.100,792.488.900,,,,,279.017.888,0,,,,,42.000,0,,,2.144.335,0,,,,,100,0,8.563.900,0,,,,,,,,,,,1.082.526.223
31-Mar-2026,SPMA,4.100.317.438,19.792.056,3.778.047.696,916,0,868,0,266.451.375,0,906,0,,,,,838,0,186.072,0,67,0,,,1.977.949,0,4.686.603,0,267.651,0,1.501.598,0,1.010.072,0,257.406,0,16.580.755,0,4.090.762.828
31-Mar-2026,SPRE,800.000.000,100.000,0,7.400,0,,,263.142.100,393.400.000,,,,,,,,,,,,,,,1.884.800,0,1.365.700,0,,,,,,,,,100.000,0,660.000.000
31-Mar-2026,SPTO,2.700.000.000,18.260.800,1.620.000.000,,,,,317.071.913,0,,,,,,,175.000,0,102,0,493.000,0,212.100,0,295.130.859,0,26.143.800,0,,,262.767.700,135.309.400,1.004.026,0,1.759.400,0,21.671.900,0,2.700.000.000
31-Mar-2026,SQBB,9.268.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9.268.000,,,,,9.268.000
31-Mar-2026,SQBI,972.000,100,0,,,,,4.846,0,,,,,,,,,,,,,,,,,,,,,,,0,764.240,,,,,769.186
31-Mar-2026,SQMI,15.537.591.429,300.742.643,0,,,,,3.179.369.515,0,,,135.000.000,0,,,,,10.000.000,0,100,7.532.954.942,,,242.574.200,3.441.323.029,24.563.700,0,,,,,620.000.000,0,,,50.863.300,0,15.537.391.429
31-Mar-2026,SRAJ,12.238.959.990,0,6.152.378.489,,,,,707.824.463,0,,,886.100,0,50,0,,,33,0,818.934.545,2.792.213.546,,,602.020.300,0,4.400,0,,,1.204.300,0,0,1.110.281.464,6.600,0,705.700,0,12.186.459.990
