date,share_code,issuer_name,investor_name,investor_type,local_foreign,nationality,domicile,holdings_scripless_raw,holdings_scrip_raw,total_holding_shares_raw,percentage_raw
31-Mar-2026,AKRA,AKR CORPORINDO Tbk,ABERDEEN ASIA FOCUS PLC,MF,F,,UNITED KINGDOM,248.938.500,0,248.938.500,"1,24"
31-Mar-2026,AKRA,AKR CORPORINDO Tbk,HARYANTO ADIKOESOEMO,ID,L,INDONESIAN,INDONESIA,212.604.600,0,212.604.600,"1,06"
31-Mar-2026,AKSI,MINERAL SUMBERDAYA MANDIRI Tbk,PT BATULICIN ENAM SEMBILAN TRANSPORTASI,CP,L,,INDONESIA,3.299.750,662.400.000,665.699.750,"92,46"
31-Mar-2026,ALDO,ALKINDO NARATAMA Tbk,PT.GOLDEN ARISTA INTERNATIONAL,CP,L,,INDONESIA,1.810.571.784,0,1.810.571.784,"67,04"
31-Mar-2026,ALDO,ALKINDO NARATAMA Tbk,VERY BUDIAWAN,ID,L,INDONESIAN,INDONESIA,103.218.948,0,103.218.948,"3,82"
31-Mar-2026,ALDO,ALKINDO NARATAMA Tbk,DADANG KURNIAWAN WIKARA,ID,L,INDONESIAN,INDONESIA,96.977.000,0,96.977.000,"3,59"
31-Mar-2026,ALDO,ALKINDO NARATAMA Tbk,HILDA SUTANTO,ID,L,INDONESIAN,INDONESIA,92.841.438,0,92.841.438,"3,44"
31-Mar-2026,ALDO,ALKINDO NARATAMA Tbk,LILI MULYADI SUTANTO,ID,L,INDONESIAN,INDONESIA,84.307.692,0,84.307.692,"3,12"
31-Mar-2026,ALDO,ALKINDO NARATAMA Tbk,PT ARDANA INVESTAMA INDONESIA,CP,L,,INDONESIA,83.819.100,0,83.819.100,"3,10"
31-Mar-2026,ALDO,ALKINDO NARATAMA Tbk,PT PABRIK KERTAS NOREE INDONESIA,CP,L,,INDONESIA,57.587.200,0,57.587.200,"2,13"
31-Mar-2026,ALDO,ALKINDO NARATAMA Tbk,IRENE SASTROAMIJOYO,ID,L,INDONESIAN,INDONESIA,55.990.400,0,55.990.400,"2,07"
31-Mar-2026,ALDO,ALKINDO NARATAMA Tbk,HERWANTO SUTANTO,ID,L,INDONESIAN,INDONESIA,49.230.770,0,49.230.770,"1,82"
31-Mar-2026,ALDO,ALKINDO NARATAMA Tbk,HERLAMBANG PUTRA SURJADI,ID,L,INDONESIAN,INDONESIA,46.436.720,0,46.436.720,"1,72"
31-Mar-2026,ALDO,ALKINDO NARATAMA Tbk,WILLY SOESANTO,ID,L,INDONESIAN,,45.652.702,0,45.652.702,"1,69"
31-Mar-2026,ALDO,ALKINDO NARATAMA Tbk,SONNY KOESOEMAHARSONO,ID,L,INDONESIAN,INDONESIA,33.702.698,0,33.702.698,"1,25"
31-Mar-2026,ALDO,ALKINDO NARATAMA Tbk,EDDY YUSUF,ID,L,INDONESIAN,INDONESIA,28.576.712,0,28.576.712,"1,06"
31-Mar-2026,ALII,ANCARA LOGISTICS INDONESIA Tbk,PT. GRAHA ADIKA NIAGA,CP,L,,INDONESIA,5.202.000.000,0,5.202.000.000,"32,87"
31-Mar-2026,ALII,ANCARA LOGISTICS INDONESIA Tbk,SOLOMED CAPITAL PTE LTD,CP,F,,SINGAPORE,4.998.000.000,0,4.998.000.000,"31,58"
31-Mar-2026,ALII,ANCARA LOGISTICS INDONESIA Tbk,BORNEO LOGISTICS SERVICES PTE. LTD.,CP,F,,SINGAPORE,1.744.000.000,0,1.744.000.000,"11,02"
31-Mar-2026,ALII,ANCARA LOGISTICS INDONESIA Tbk,ABUNDANTIA FUND SPC,MF,F,,CAYMAN ISLANDS,789.281.240,0,789.281.240,"4,99"
31-Mar-2026,ALII,ANCARA LOGISTICS INDONESIA Tbk,PINNACLEIQ INCORPORATED VCC SUB-FUND,MF,F,,MAURITIUS,765.731.600,0,765.731.600,"4,84"
31-Mar-2026,ALII,ANCARA LOGISTICS INDONESIA Tbk,EMINENCE GLOBAL FUND PCC,MF,F,,MAURITIUS,747.227.700,0,747.227.700,"4,72"
31-Mar-2026,ALII,ANCARA LOGISTICS INDONESIA Tbk,NALINKANT AMRATLAL RATHOD,ID,F,INDIAN,INDIA,352.621.500,0,352.621.500,"2,23"
31-Mar-2026,ALII,ANCARA LOGISTICS INDONESIA Tbk,ANINDITHA ANESTYA BAKRIE,ID,L,INDONESIAN,INDONESIA,308.612.450,0,308.612.450,"1,95"
31-Mar-2026,ALII,ANCARA LOGISTICS INDONESIA Tbk,PLENTITUDE FUND SPC,MF,F,,CAYMAN ISLANDS,244.958.300,0,244.958.300,"1,55"
31-Mar-2026,ALII,ANCARA LOGISTICS INDONESIA Tbk,INFINITUDE GLOBAL FUND VCC,CP,F,,MAURITIUS,237.044.450,0,237.044.450,"1,50"
31-Mar-2026,ALKA,ALAKASA INDUSTRINDO Tbk,"GESIT PERKASA, PT",CP,L,,,0,425.393.555,425.393.555,"83,79"
31-Mar-2026,ALKA,ALAKASA INDUSTRINDO Tbk,PT. SELARAS INVESTAMA GLOBALINDO,CP,L,,INDONESIA,14.369.250,0,14.369.250,"2,83"
31-Mar-2026,ALKA,ALAKASA INDUSTRINDO Tbk,ANDREW PASCALIS ADJIPUTRO,ID,L,INDONESIAN,INDONESIA,12.500.000,0,12.500.000,"2,46"
31-Mar-2026,ALKA,ALAKASA INDUSTRINDO Tbk,AGNESRI MAHARLYN FIRANI PUTRI,ID,L,INDONESIAN,INDONESIA,12.500.000,0,12.500.000,"2,46"
31-Mar-2026,ALKA,ALAKASA INDUSTRINDO Tbk,PT SANTINILESTARI LOKAPRIMA,CP,L,,,0,8.142.750,8.142.750,"1,60"
31-Mar-2026,ALMI,ALUMINDO LIGHT METAL INDUSTRY Tbk,PT HUSIN INVESTAMA,CP,L,,INDONESIA,3.118.800,2.506.865.142,2.509.983.942,"65,78"
31-Mar-2026,ALMI,ALUMINDO LIGHT METAL INDUSTRY Tbk,PT ALIM INVESTINDO,CP,L,,INDONESIA,0,600.020.374,600.020.374,"15,72"
31-Mar-2026,ALMI,ALUMINDO LIGHT METAL INDUSTRY Tbk,PT GUNA INVESTINDO,CP,L,,INDONESIA,0,330.080.000,330.080.000,"8,65"
31-Mar-2026,ALMI,ALUMINDO LIGHT METAL INDUSTRY Tbk,MARINDO INVESTAMA PT,CP,L,,,0,93.459.476,93.459.476,"2,45"
31-Mar-2026,ALMI,ALUMINDO LIGHT METAL INDUSTRY Tbk,PRAKINDO INVESTAMA PT,,,,,0,38.438.704,38.438.704,"1,01"
31-Mar-2026,ALTO,TRI BANYAN TIRTA Tbk,PT. FIKASA BINTANG CEMERLANG,CP,L,,INDONESIA,798.633.308,0,798.633.308,"36,44"
31-Mar-2026,ALTO,TRI BANYAN TIRTA Tbk,PT. TIRTAMAS ANGGADA,CP,L,,INDONESIA,356.130.919,0,356.130.919,"16,25"
31-Mar-2026,ALTO,TRI BANYAN TIRTA Tbk,PT TRIMEGAH SEKURITAS INDONESIA TBK,SC,L,,INDONESIA,210.832.443,0,210.832.443,"9,62"
31-Mar-2026,ALTO,TRI BANYAN TIRTA Tbk,PERSERO DANAREKSA PT a/c SPECIAL,CP,L,,INDONESIA,149.437.339,0,149.437.339,"6,82"
31-Mar-2026,ALTO,TRI BANYAN TIRTA Tbk,IRENE THESMAN,ID,L,INDONESIAN,,108.790.006,0,108.790.006,"4,96"
31-Mar-2026,ALTO,TRI BANYAN TIRTA Tbk,LIONG JUEN FAT,ID,L,INDONESIAN,,73.914.500,0,73.914.500,"3,37"
31-Mar-2026,ALTO,TRI BANYAN TIRTA Tbk,IR. BUDIJANTO SETIAWAN,ID,L,INDONESIAN,INDONESIA,70.615.500,0,70.615.500,"3,22"
31-Mar-2026,ALTO,TRI BANYAN TIRTA Tbk,DRS JOSEPH SUSILO,ID,L,INDONESIAN,INDONESIA,47.605.800,0,47.605.800,"2,17"
31-Mar-2026,ALTO,TRI BANYAN TIRTA Tbk,BHAKTI SALIM,ID,L,INDONESIAN,INDONESIA,46.900.000,0,46.900.000,"2,14"
31-Mar-2026,ALTO,TRI BANYAN TIRTA Tbk,ANTONIUS ANDI SUSANTO,ID,L,INDONESIAN,INDONESIA,44.805.150,0,44.805.150,"2,04"
31-Mar-2026,ALTO,TRI BANYAN TIRTA Tbk,SOEGIANTO,ID,L,INDONESIAN,INDONESIA,37.462.600,0,37.462.600,"1,71"
31-Mar-2026,ALTO,TRI BANYAN TIRTA Tbk,PT.TUDUNG BERSAMA TIRTA,CP,L,,INDONESIA,30.670.000,0,30.670.000,"1,40"
31-Mar-2026,ALTO,TRI BANYAN TIRTA Tbk,IR. D. SAHARDONO AMIARSO,ID,L,INDONESIAN,,25.000.000,0,25.000.000,"1,14"
31-Mar-2026,AMAG,ASURANSI MULTI ARTHA GUNA Tbk,FAIRFAX ASIA LIMITED,CP,F,,BARBADOS,0,4.001.242.013,4.001.242.013,"80,00"
31-Mar-2026,AMAG,ASURANSI MULTI ARTHA GUNA Tbk,"BANK PAN INDONESIA TBK, PT",IB,L,,INDONESIA,388.000.000,0,388.000.000,"7,76"
31-Mar-2026,AMAG,ASURANSI MULTI ARTHA GUNA Tbk,DANA PENSIUN KARYAWAN PANIN BANK,PF,L,,INDONESIA,210.019.533,0,210.019.533,"4,20"
31-Mar-2026,AMAG,ASURANSI MULTI ARTHA GUNA Tbk,"PANINVEST TBK, PT",CP,L,,INDONESIA,188.233.921,0,188.233.921,"3,76"
31-Mar-2026,AMAG,ASURANSI MULTI ARTHA GUNA Tbk,PT Asuransi Multi Artha Guna,IS,L,,INDONESIA,55.806.100,0,55.806.100,"1,12"
31-Mar-2026,AMAN,MAKMUR BERKAH AMANDA Tbk,PT GRIYA PRIMA AMANDA (GPA),,,,,0,3.158.500.000,3.158.500.000,"81,54"
31-Mar-2026,AMAN,MAKMUR BERKAH AMANDA Tbk,JOHAN TEDJA SURYA,ID,L,INDONESIAN,INDONESIA,159.869.400,15.665.000,175.534.400,"4,53"
31-Mar-2026,AMAN,MAKMUR BERKAH AMANDA Tbk,EDWARD SAMULA TOARI,ID,L,INDONESIAN,INDONESIA,160.020.000,0,160.020.000,"4,13"
31-Mar-2026,AMAN,MAKMUR BERKAH AMANDA Tbk,SIAUW JENNICE MARIA,ID,L,INDONESIAN,INDONESIAN,0,114.335.000,114.335.000,"2,95"
31-Mar-2026,AMAN,MAKMUR BERKAH AMANDA Tbk,F. IRENE FANCY,ID,L,INDONESIAN,INDONESIA,94.073.000,0,94.073.000,"2,43"
31-Mar-2026,AMAN,MAKMUR BERKAH AMANDA Tbk,ANDIERSEN,ID,L,INDONESIAN,INDONESIA,53.127.300,0,53.127.300,"1,37"
31-Mar-2026,AMAN,MAKMUR BERKAH AMANDA Tbk,EDDI TJENDANA,ID,L,INDONESIAN,INDONESIA,43.933.000,0,43.933.000,"1,13"
31-Mar-2026,AMAR,BANK AMAR INDONESIA Tbk,TOLARAM PTE. LTD.,CP,F,,"VIRGIN ISLANDS, BRITISH",13.832.054.873,0,13.832.054.873,"75,25"
31-Mar-2026,AMAR,BANK AMAR INDONESIA Tbk,JAGAT RAYA IMAJINASI PT,CP,L,,INDONESIA,1.210.726.588,0,1.210.726.588,"6,59"
31-Mar-2026,AMAR,BANK AMAR INDONESIA Tbk,BANK OF SINGAPORE LIMITED,IB,F,,SINGAPORE,1.086.653.690,0,1.086.653.690,"5,91"
31-Mar-2026,AMAR,BANK AMAR INDONESIA Tbk,"SBI HOLDINGS, INC.",CP,F,,JAPAN,1.035.714.286,0,1.035.714.286,"5,63"
31-Mar-2026,AMAR,BANK AMAR INDONESIA Tbk,PT BANK AMAR INDONESIA TBK,IB,L,,INDONESIA,367.421.455,0,367.421.455,"2,00"
31-Mar-2026,AMAR,BANK AMAR INDONESIA Tbk,PT. MARVEL INVESTAMA ASIA,CP,L,,INDONESIA,0,183.811.000,183.811.000,"1,00"
31-Mar-2026,AMFG,ASAHIMAS FLAT GLASS Tbk,AGC Inc.,CP,F,,JAPAN,20.380.400,172.860.000,193.240.400,"44,53"
31-Mar-2026,AMFG,ASAHIMAS FLAT GLASS Tbk,PT. RODAMAS,CP,L,,INDONESIA,8.417.700,172.260.000,180.677.700,"41,63"
31-Mar-2026,AMFG,ASAHIMAS FLAT GLASS Tbk,DBS VICKERS SECS SINGAPORE (PTE) LTD A/C CLIENTS,SC,F,,SINGAPORE,8.265.400,0,8.265.400,"1,90"
31-Mar-2026,AMFG,ASAHIMAS FLAT GLASS Tbk,ANDY TANUJAYA,ID,L,INDONESIAN,INDONESIA,7.530.600,0,7.530.600,"1,74"
31-Mar-2026,AMFG,ASAHIMAS FLAT GLASS Tbk,LIEM TJEN HUNG,ID,L,INDONESIAN,INDONESIA,6.521.700,0,6.521.700,"1,50"
31-Mar-2026,AMIN,ATELIERS MECANIQUES D`INDONESIE Tbk,SPHERE CORPORATION SDN.BHD.,CP,F,,MALAYSIA,17.438.300,613.200.000,630.638.300,"58,39"
31-Mar-2026,AMIN,ATELIERS MECANIQUES D`INDONESIE Tbk,CHONG KIM KONG,ID,F,MALAYSIAN,MALAYSIA,109.200.000,0,109.200.000,"10,11"
31-Mar-2026,AMIN,ATELIERS MECANIQUES D`INDONESIE Tbk,CHONG KIM LEONG,ID,F,MALAYSIAN,MALAYSIAN,0,75.600.000,75.600.000,"7,00"
31-Mar-2026,AMIN,ATELIERS MECANIQUES D`INDONESIE Tbk,RUDY SUSANTO,ID,L,INDONESIAN,INDONESIAN,0,42.000.000,42.000.000,"3,89"
31-Mar-2026,AMIN,ATELIERS MECANIQUES D`INDONESIE Tbk,LAI KIM TENG,ID,F,MALAYSIAN,MALAYSIA,27.555.000,0,27.555.000,"2,55"
31-Mar-2026,AMIN,ATELIERS MECANIQUES D`INDONESIE Tbk,VICTORIA,ID,L,INDONESIAN,INDONESIA,24.775.800,0,24.775.800,"2,29"
31-Mar-2026,AMIN,ATELIERS MECANIQUES D`INDONESIE Tbk,LIM PEEK CHIN,ID,F,MALAYSIAN,MALAYSIA,20.000.000,0,20.000.000,"1,85"
31-Mar-2026,AMIN,ATELIERS MECANIQUES D`INDONESIE Tbk,JEF CHARLES H. BOEDT,ID,F,BELGIAN,BELGIUM,18.152.500,0,18.152.500,"1,68"
31-Mar-2026,AMIN,ATELIERS MECANIQUES D`INDONESIE Tbk,DONAL MANIK,ID,L,INDONESIAN,,11.998.700,0,11.998.700,"1,11"
31-Mar-2026,AMIN,ATELIERS MECANIQUES D`INDONESIE Tbk,MAYBANK SECURITIES PTE. LTD.,SC,F,,SINGAPORE,11.901.000,0,11.901.000,"1,10"
31-Mar-2026,AMMN,AMMAN MINERAL INTERNASIONAL Tbk,PT SUMBER GEMILANG PERSADA,CP,L,,INDONESIA,23.332.191.394,0,23.332.191.394,"32,17"
31-Mar-2026,AMMN,AMMAN MINERAL INTERNASIONAL Tbk,PT MEDCO ENERGI INTERNASIONAL TBK,CP,L,,INDONESIA,15.167.510.552,0,15.167.510.552,"20,92"
31-Mar-2026,AMMN,AMMAN MINERAL INTERNASIONAL Tbk,PT AP INVESTMENT,CP,L,,INDONESIA,11.014.682.720,0,11.014.682.720,"15,19"
31-Mar-2026,AMMN,AMMAN MINERAL INTERNASIONAL Tbk,PT PESONA SUKSES CEMERLANG,CP,L,,INDONESIA,4.539.377.112,0,4.539.377.112,"6,26"
31-Mar-2026,AMMN,AMMAN MINERAL INTERNASIONAL Tbk,SAJIR 9 LLC,CP,F,,UNITED STATES,3.871.783.968,0,3.871.783.968,"5,34"
31-Mar-2026,AMMN,AMMAN MINERAL INTERNASIONAL Tbk,PT KEMILAU INVESTAMA MAKMUR,CP,L,,INDONESIA,2.856.070.404,0,2.856.070.404,"3,94"
31-Mar-2026,AMMN,AMMAN MINERAL INTERNASIONAL Tbk,"KEMILAU SINAR LESTARI, PT",CP,L,,INDONESIA,1.907.770.954,0,1.907.770.954,"2,63"
31-Mar-2026,AMMN,AMMAN MINERAL INTERNASIONAL Tbk,21 INTERNATIONAL VENTURE SPC,CP,F,,CAYMAN ISLANDS,1.402.291.900,0,1.402.291.900,"1,93"
31-Mar-2026,AMMS,AGUNG MENJANGAN MAS Tbk,RADIANT RUBY COMPANY LTD,CP,F,,"VIRGIN ISLANDS, BRITISH",630.001.529,0,630.001.529,"51,00"
31-Mar-2026,AMMS,AGUNG MENJANGAN MAS Tbk,PT MANDARA MAS SEMESTA,CP,L,,INDONESIA,297.706.588,0,297.706.588,"24,10"
31-Mar-2026,AMMS,AGUNG MENJANGAN MAS Tbk,PT. SURYA KARYA DIGITAL,CP,L,,INDONESIA,60.529.543,0,60.529.543,"4,90"
31-Mar-2026,AMMS,AGUNG MENJANGAN MAS Tbk,ABRAHAM TEDJANEGARA,ID,L,INDONESIAN,INDONESIA,37.607.200,0,37.607.200,"3,04"
31-Mar-2026,AMMS,AGUNG MENJANGAN MAS Tbk,DIAZ KURNIAWAN,ID,L,INDONESIAN,INDONESIA,12.523.800,0,12.523.800,"1,01"
31-Mar-2026,AMOR,ASHMORE ASSET MANAGEMENT INDONESIA Tbk,ASHMORE INVESTMENT MANAGEMENT LIMITED,CP,F,,,0,1.334.120.000,1.334.120.000,"60,04"
31-Mar-2026,AMOR,ASHMORE ASSET MANAGEMENT INDONESIA Tbk,PT ADIKARSA SARANA,CP,L,,INDONESIA,289.921.600,0,289.921.600,"13,05"
31-Mar-2026,AMOR,ASHMORE ASSET MANAGEMENT INDONESIA Tbk,RONALDUS GANDAHUSADA IR,ID,L,INDONESIAN,INDONESIA,140.000.000,0,140.000.000,"6,30"
31-Mar-2026,AMOR,ASHMORE ASSET MANAGEMENT INDONESIA Tbk,FX EDDY HARTANTO SH,ID,L,INDONESIAN,INDONESIA,125.200.000,0,125.200.000,"5,63"
31-Mar-2026,AMOR,ASHMORE ASSET MANAGEMENT INDONESIA Tbk,ARIEF CAHYADI WANA,ID,L,INDONESIAN,INDONESIA,120.000.000,0,120.000.000,"5,40"
31-Mar-2026,AMOR,ASHMORE ASSET MANAGEMENT INDONESIA Tbk,PT ASHMORE ASSET MANAGEMENT INDONESIA TBK,SC,L,,INDONESIA,27.264.100,0,27.264.100,"1,23"
31-Mar-2026,AMRT,SUMBER ALFARIA TRIJAYA Tbk,SIGMANTARA ALFINDO,CP,L,,INDONESIA,18.269.532.859,0,18.269.532.859,"44,00"
31-Mar-2026,AMRT,SUMBER ALFARIA TRIJAYA Tbk,"AMANDA CIPTA PERSADA, PT",CP,L,,INDONESIA,3.710.794.900,0,3.710.794.900,"8,94"
31-Mar-2026,AMRT,SUMBER ALFARIA TRIJAYA Tbk,MITSUBISHI CORPORATION,CP,F,,JAPAN,2.034.681.026,0,2.034.681.026,"4,90"
31-Mar-2026,AMRT,SUMBER ALFARIA TRIJAYA Tbk,JONATHAN CHANG,ID,L,INDONESIAN,INDONESIA,1.996.981.700,0,1.996.981.700,"4,81"
31-Mar-2026,AMRT,SUMBER ALFARIA TRIJAYA Tbk,"YSW&CO., LTD.",CP,F,,JAPAN,1.720.909.474,0,1.720.909.474,"4,14"
31-Mar-2026,AMRT,SUMBER ALFARIA TRIJAYA Tbk,"HSBC-FUND SERVICES, THE OVERLOOK PARTNERS FUND L.P.",MF,F,,UNITED KINGDOM,1.254.604.900,0,1.254.604.900,"3,02"
31-Mar-2026,AMRT,SUMBER ALFARIA TRIJAYA Tbk,FIDELITY INVESTMENT TRUST: FIDELITY SERIES EMERGING MARKETS OPPORTUNITIES FUND,MF,F,,UNITED STATES,758.427.300,0,758.427.300,"1,83"
31-Mar-2026,AMRT,SUMBER ALFARIA TRIJAYA Tbk,EMPLOYEES PROVIDENT FUND BOARD,PF,F,,MALAYSIA,724.512.200,0,724.512.200,"1,74"
31-Mar-2026,AMRT,SUMBER ALFARIA TRIJAYA Tbk,"SUMBER ALFARIA TRIJAYA, TBK",CP,L,,INDONESIA,432.669.000,0,432.669.000,"1,04"
31-Mar-2026,ANDI,ANDIRA AGRO Tbk,"CENTRAL ENERGI PRATAMA, PT",CP,L,,,0,4.650.030.000,4.650.030.000,"49,73"
31-Mar-2026,ANDI,ANDIRA AGRO Tbk,PT. ANUGERAH PERKASA SEMESTA,CP,L,,INDONESIA,699.970.000,0,699.970.000,"7,49"
31-Mar-2026,ANDI,ANDIRA AGRO Tbk,EDY SUWARNO AL JAP L SING,ID,L,INDONESIAN,,331.809.600,0,331.809.600,"3,55"
31-Mar-2026,ANDI,ANDIRA AGRO Tbk,REKSA DANA EMCO MANTAP,MF,L,,INDONESIA,223.720.100,0,223.720.100,"2,39"
31-Mar-2026,ANDI,ANDIRA AGRO Tbk,REKSA DANA MINNA PADI PRINGGONDANI SAHAM,MF,L,,INDONESIA,216.986.186,0,216.986.186,"2,32"
31-Mar-2026,ANDI,ANDIRA AGRO Tbk,PT MINNA PADI INVESTAMA SEKURITAS Tbk,SC,L,,INDONESIA,215.954.200,0,215.954.200,"2,31"
31-Mar-2026,ANDI,ANDIRA AGRO Tbk,EVELINE LISTIJOSUPUTRO,ID,L,INDONESIAN,,172.212.800,0,172.212.800,"1,84"
31-Mar-2026,ANDI,ANDIRA AGRO Tbk,FRANCIS INDARTO,ID,L,INDONESIAN,INDONESIA,165.588.000,0,165.588.000,"1,77"
31-Mar-2026,ANDI,ANDIRA AGRO Tbk,REKSA DANA MINNA PADI PASOPATI SAHAM,MF,L,,INDONESIA,153.141.216,0,153.141.216,"1,64"
31-Mar-2026,ANDI,ANDIRA AGRO Tbk,REKSA DANA SUCORINVEST SHARIA EQUITY FUND,MF,L,,INDONESIA,139.131.700,0,139.131.700,"1,49"
31-Mar-2026,ANDI,ANDIRA AGRO Tbk,REKSA DANA EMCO GROWTH FUND,MF,L,,INDONESIA,102.856.200,0,102.856.200,"1,10"
31-Mar-2026,ANJT,AUSTINDO NUSANTARA JAYA Tbk,FIRST RESOURCES LIMITED,CP,F,,SINGAPORE,3.217.218.477,0,3.217.218.477,"95,92"
31-Mar-2026,ANJT,AUSTINDO NUSANTARA JAYA Tbk,CILIANDRA PERKASA,CP,L,,INDONESIA,82.304.646,0,82.304.646,"2,45"
31-Mar-2026,ANTM,ANEKA TAMBANG Tbk,PERUSAHAAN PERSEROAN (PERSERO) PT MINERAL INDUSTRI INDONESIA,CP,L,,INDONESIA,0,15.619.999.999,15.619.999.999,"65,00"
31-Mar-2026,ANTM,ANEKA TAMBANG Tbk,EMPLOYEES PROVIDENT FUND BOARD,PF,F,,MALAYSIA,278.414.600,0,278.414.600,"1,16"
31-Mar-2026,APEX,APEXINDO PRATAMA DUTA Tbk,PT ASERRA CAPITAL,CP,L,,INDONESIA,1.126.374.177,0,1.126.374.177,"31,76"
31-Mar-2026,APEX,APEXINDO PRATAMA DUTA Tbk,UOB KAY HIAN (HONG KONG) LTD,SC,F,,HONG KONG,771.356.500,0,771.356.500,"21,75"
31-Mar-2026,APEX,APEXINDO PRATAMA DUTA Tbk,AUGUSTA INVESTMENTS I PTE.LTD. ID134190500001,CP,F,,SINGAPORE,220.767.550,0,220.767.550,"6,23"
31-Mar-2026,APEX,APEXINDO PRATAMA DUTA Tbk,DAAZ BARA LESTARI PT,CP,L,,INDONESIA,157.309.034,0,157.309.034,"4,44"
31-Mar-2026,APEX,APEXINDO PRATAMA DUTA Tbk,Vistra Trust (Singapore) PTE. Limited,CP,F,,SINGAPORE,86.985.027,0,86.985.027,"2,45"
31-Mar-2026,APEX,APEXINDO PRATAMA DUTA Tbk,RISMA PURBA,ID,L,INDONESIAN,INDONESIA,84.649.800,0,84.649.800,"2,39"
31-Mar-2026,APEX,APEXINDO PRATAMA DUTA Tbk,PEAK SEKURITAS INDONESIA PT,SC,L,,INDONESIA,61.543.339,0,61.543.339,"1,74"
31-Mar-2026,APEX,APEXINDO PRATAMA DUTA Tbk,DBS BANK LTD.,IB,F,,SINGAPORE,53.197.000,0,53.197.000,"1,50"
31-Mar-2026,APEX,APEXINDO PRATAMA DUTA Tbk,HERTECH KHARISMA PT,,,,,0,48.661.832,48.661.832,"1,37"
31-Mar-2026,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,"PAN PACIFIC INVESTAMA, PT",CP,L,,INDONESIA,2.385.192.322,0,2.385.192.322,"20,27"
31-Mar-2026,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,PT PACIFIC INDOCORPORA,CP,L,,INDONESIA,1.107.792.332,0,1.107.792.332,"9,41"
31-Mar-2026,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,PT PAN PACIFIC INVESTAMA,CP,L,,INDONESIA,887.032.733,0,887.032.733,"7,54"
31-Mar-2026,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,PT. Astana Berkat Indonesia,CP,L,,INDONESIA,578.860.000,0,578.860.000,"4,92"
31-Mar-2026,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,PT ZED UTAMA PERSADA,CP,L,,INDONESIA,487.966.500,0,487.966.500,"4,15"
31-Mar-2026,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,PT. ALANA CIPTA SELARAS,CP,L,,INDONESIA,475.168.300,0,475.168.300,"4,04"
31-Mar-2026,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,PT BARA SEJAHTERA SUKSES,CP,L,,INDONESIA,461.044.900,0,461.044.900,"3,92"
31-Mar-2026,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,EASTERN PEAK GROUP CORPORATION,OT,F,,"VIRGIN ISLANDS, BRITISH",450.617.500,0,450.617.500,"3,83"
31-Mar-2026,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,"TIRTA CITRA SOLUSI, PT",CP,L,,INDONESIA,397.329.700,0,397.329.700,"3,38"
31-Mar-2026,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,PT ARIMA KARYA PERSADA,CP,L,,INDONESIA,396.402.000,0,396.402.000,"3,37"
31-Mar-2026,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,BANQUE PICTET AND CIE SA,IB,F,,SWITZERLAND,386.547.700,0,386.547.700,"3,29"
31-Mar-2026,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,PT. MEGAH ANGKASA PERKASA,CP,L,,INDONESIA,339.298.325,0,339.298.325,"2,88"
31-Mar-2026,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,BOARD GATE LIMITED,CP,F,,MARSHALL ISLANDS,322.206.250,0,322.206.250,"2,74"
31-Mar-2026,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,PT ASKAR PELANGI ABADI,CP,L,,INDONESIA,315.862.800,0,315.862.800,"2,68"
31-Mar-2026,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,PT PACIFIC SEKURITAS INDONESIA,SC,L,,INDONESIA,306.900.000,0,306.900.000,"2,61"
31-Mar-2026,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,POLAR INVESTMENT CORPORATION,CP,F,,MARSHALL ISLANDS,207.447.700,0,207.447.700,"1,76"
31-Mar-2026,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,PT.Pacific Indocorpora Indonesia,CP,L,,INDONESIA,175.835.464,0,175.835.464,"1,49"
31-Mar-2026,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,PT. Victoria Investama Tbk,CP,L,,INDONESIA,150.000.000,0,150.000.000,"1,27"
31-Mar-2026,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,PT VICTORIA SEKURITAS INDONESIA,SC,L,,INDONESIA,150.000.000,0,150.000.000,"1,27"
31-Mar-2026,APII,ARITA PRIMA INDONESIA Tbk,"ARITA GLOBAL,PT",CP,L,,INDONESIA,0,622.214.760,622.214.760,"57,84"
31-Mar-2026,APII,ARITA PRIMA INDONESIA Tbk,"ARITA ENGINEERING, SDN BHD",,,,,0,151.125.260,151.125.260,"14,05"
