date,share_code,issuer_name,investor_name,investor_type,local_foreign,nationality,domicile,holdings_scripless_raw,holdings_scrip_raw,total_holding_shares_raw,percentage_raw
31-Mar-2026,KRYA,BANGUN KARYA PERKASA JAYA Tbk,JIE YANG,ID,F,CHINESE,INDONESIA,55.551.800,0,55.551.800,"3,34"
31-Mar-2026,KRYA,BANGUN KARYA PERKASA JAYA Tbk,PT EVMOTO TEKNOLOGI INDONESIA,CP,L,,INDONESIA,45.862.700,0,45.862.700,"2,76"
31-Mar-2026,KRYA,BANGUN KARYA PERKASA JAYA Tbk,"IR. THOMAS JUSMAN, MM",ID,L,INDONESIAN,INDONESIA,17.627.100,0,17.627.100,"1,06"
31-Mar-2026,KSIX,KENTANIX SUPRA INTERNATIONAL Tbk,PT BADRA ARTA,CP,L,,INDONESIA,1.257.854.000,0,1.257.854.000,"58,84"
31-Mar-2026,KSIX,KENTANIX SUPRA INTERNATIONAL Tbk,PT PANCA MUARA JAYA,CP,L,,INDONESIA,251.863.000,0,251.863.000,"11,78"
31-Mar-2026,KSIX,KENTANIX SUPRA INTERNATIONAL Tbk,PT BATU KENCANA INDAH,CP,L,,INDONESIA,228.053.000,0,228.053.000,"10,67"
31-Mar-2026,KSIX,KENTANIX SUPRA INTERNATIONAL Tbk,ARYA MITRA,CP,L,,INDONESIA,90.000.000,0,90.000.000,"4,21"
31-Mar-2026,KSIX,KENTANIX SUPRA INTERNATIONAL Tbk,PT GRIYA INSANI CAKRA SADAYA,CP,L,,INDONESIA,80.000.000,0,80.000.000,"3,74"
31-Mar-2026,KSIX,KENTANIX SUPRA INTERNATIONAL Tbk,PT KALINDO LAND,CP,L,,INDONESIA,79.387.000,0,79.387.000,"3,71"
31-Mar-2026,KSIX,KENTANIX SUPRA INTERNATIONAL Tbk,PT BINA ARTA CHARISMA,CP,L,,INDONESIA,71.056.100,0,71.056.100,"3,32"
31-Mar-2026,KSIX,KENTANIX SUPRA INTERNATIONAL Tbk,KURNIADI PRAMITA ABADI,ID,L,INDONESIAN,INDONESIA,54.924.900,0,54.924.900,"2,57"
31-Mar-2026,KUAS,ACE OLDFIELDS Tbk,GRACE CAPITAL INVESTMENT LTD,,,,,0,352.902.780,352.902.780,"27,30"
31-Mar-2026,KUAS,ACE OLDFIELDS Tbk,PT. ANUGRAH PRIMA INVESTAMA,CP,L,,INDONESIA,7.700.000,192.062.140,199.762.140,"15,45"
31-Mar-2026,KUAS,ACE OLDFIELDS Tbk,PT. BONA DEKA JAVA,CP,L,,INDONESIA,0,117.700.040,117.700.040,"9,10"
31-Mar-2026,KUAS,ACE OLDFIELDS Tbk,PT. MDR RUKUN DAMAI MANDIRI,CP,L,,INDONESIA,0,59.569.640,59.569.640,"4,61"
31-Mar-2026,KUAS,ACE OLDFIELDS Tbk,PT NUR SANGKARA KAMARTA,CP,L,,,0,59.569.640,59.569.640,"4,61"
31-Mar-2026,KUAS,ACE OLDFIELDS Tbk,PT. JATRA JAYA SENA,CP,L,,INDONESIA,0,54.154.220,54.154.220,"4,19"
31-Mar-2026,KUAS,ACE OLDFIELDS Tbk,PT DINAMIKA NUANSA ABADI,CP,L,,INDONESIA,0,36.827.260,36.827.260,"2,85"
31-Mar-2026,KUAS,ACE OLDFIELDS Tbk,PT. PURNAMA PRADANA USAHA,CP,L,,INDONESIA,0,29.784.820,29.784.820,"2,30"
31-Mar-2026,KUAS,ACE OLDFIELDS Tbk,LIAUW DJAMALUDIN,ID,L,INDONESIAN,INDONESIA,29.372.000,0,29.372.000,"2,27"
31-Mar-2026,LABA,GREEN POWER GROUP Tbk,PT NEV STORED ENERGY,CP,L,,INDONESIA,281.792.900,0,281.792.900,"25,54"
31-Mar-2026,LABA,GREEN POWER GROUP Tbk,PT. Longping Investasi Indonesia,CP,L,,INDONESIA,130.240.600,0,130.240.600,"11,80"
31-Mar-2026,LABA,GREEN POWER GROUP Tbk,WIYONO SARI SH,ID,L,INDONESIAN,INDONESIA,12.500.000,0,12.500.000,"1,13"
31-Mar-2026,LABA,GREEN POWER GROUP Tbk,HENDRA ONGGOWIJAYA,ID,L,INDONESIAN,INDONESIA,11.500.000,0,11.500.000,"1,04"
31-Mar-2026,LABA,GREEN POWER GROUP Tbk,"HARRY PRAPTOYO, S.HUT, MP",ID,L,INDONESIAN,INDONESIA,11.241.300,0,11.241.300,"1,02"
31-Mar-2026,LABS,UBC MEDICAL INDONESIA Tbk,PT OPTEL INVESTAMA MULIA,CP,L,,,0,2.859.428.400,2.859.428.400,"72,39"
31-Mar-2026,LABS,UBC MEDICAL INDONESIA Tbk,DAVID TANDRIS,ID,L,INDONESIAN,INDONESIA,130.000.000,0,130.000.000,"3,29"
31-Mar-2026,LABS,UBC MEDICAL INDONESIA Tbk,SILVIA,ID,L,INDONESIAN,INDONESIA,100.000,130.000.000,130.100.000,"3,29"
31-Mar-2026,LABS,UBC MEDICAL INDONESIA Tbk,BUDI HARIADI,ID,L,INDONESIAN,INDONESIA,0,130.000.000,130.000.000,"3,29"
31-Mar-2026,LABS,UBC MEDICAL INDONESIA Tbk,SUMMER BEGINNING LIMITED,CP,F,,"VIRGIN ISLANDS, BRITISH",117.646.900,0,117.646.900,"2,98"
31-Mar-2026,LAJU,JASA BERDIKARI LOGISTICS Tbk,"ERVIN NIAGA ABADI, PT",,,,,0,1.304.856.000,1.304.856.000,"60,69"
31-Mar-2026,LAJU,JASA BERDIKARI LOGISTICS Tbk,MARCIA MARIA,,,,,0,144.984.000,144.984.000,"6,74"
31-Mar-2026,LAND,TRIMITRA PROPERTINDO Tbk,PT. GRAHA MULIA INDOTAMA,CP,L,,INDONESIA,0,1.029.853.200,1.029.853.200,"36,88"
31-Mar-2026,LAND,TRIMITRA PROPERTINDO Tbk,PT. TRIDAYA BANGUN CIPTA,CP,L,,INDONESIA,131.000.000,858.466.800,989.466.800,"35,43"
31-Mar-2026,LAND,TRIMITRA PROPERTINDO Tbk,ARCHENIUS NAPITUPULU,ID,L,INDONESIAN,INDONESIA,49.989.900,0,49.989.900,"1,79"
31-Mar-2026,LAND,TRIMITRA PROPERTINDO Tbk,HERI SANTOSO LIEM,ID,L,INDONESIAN,INDONESIA,33.923.800,0,33.923.800,"1,21"
31-Mar-2026,LAND,TRIMITRA PROPERTINDO Tbk,EKA PUSPITA RINI,ID,L,INDONESIAN,INDONESIA,31.466.000,0,31.466.000,"1,13"
31-Mar-2026,LAPD,LEYAND INTERNATIONAL Tbk,PT JSI SINERGI MAS,CP,L,,INDONESIA,2.022.838.500,0,2.022.838.500,"51,00"
31-Mar-2026,LAPD,LEYAND INTERNATIONAL Tbk,LAY SHI WEI,ID,F,SINGAPOREAN,SINGAPORE,194.351.100,0,194.351.100,"4,90"
31-Mar-2026,LAPD,LEYAND INTERNATIONAL Tbk,HIMAWAN SUTANTO,ID,L,INDONESIAN,INDONESIA,126.750.300,0,126.750.300,"3,20"
31-Mar-2026,LAPD,LEYAND INTERNATIONAL Tbk,GUMIWA ADIGUNA,ID,L,INDONESIAN,INDONESIA,120.654.501,0,120.654.501,"3,04"
31-Mar-2026,LAPD,LEYAND INTERNATIONAL Tbk,YEO SIAK LING,ID,F,SINGAPOREAN,SINGAPORE,98.179.576,0,98.179.576,"2,48"
31-Mar-2026,LAPD,LEYAND INTERNATIONAL Tbk,GLOBAL KARYA INTI,CP,L,,INDONESIA,74.020.091,0,74.020.091,"1,87"
31-Mar-2026,LAPD,LEYAND INTERNATIONAL Tbk,JAKA LESMANA,ID,L,INDONESIAN,INDONESIA,60.932.600,0,60.932.600,"1,54"
31-Mar-2026,LAPD,LEYAND INTERNATIONAL Tbk,BONG SAN SAN,ID,L,INDONESIAN,INDONESIA,55.895.300,0,55.895.300,"1,41"
31-Mar-2026,LCGP,EUREKA PRIMA JAKARTA Tbk,PERUSAHAAN PERSEROAN (PERSERO) PT. ASABRI,IS,L,,INDONESIA,370.093.277,0,370.093.277,"6,57"
31-Mar-2026,LCGP,EUREKA PRIMA JAKARTA Tbk,DANA PENSIUN BUKIT ASAM,PF,L,,INDONESIA,312.500.000,0,312.500.000,"5,55"
31-Mar-2026,LCGP,EUREKA PRIMA JAKARTA Tbk,REKSA DANA TREASURE SAHAM MANTAP,MF,L,,INDONESIA,270.000.000,0,270.000.000,"4,80"
31-Mar-2026,LCGP,EUREKA PRIMA JAKARTA Tbk,REKSA DANA TF SUPER MAXXI,MF,L,,INDONESIA,270.000.000,0,270.000.000,"4,80"
31-Mar-2026,LCGP,EUREKA PRIMA JAKARTA Tbk,REKSA DANA POOL ADVISTA KAPITAL OPTIMAL,MF,L,,INDONESIA,270.000.000,0,270.000.000,"4,80"
31-Mar-2026,LCGP,EUREKA PRIMA JAKARTA Tbk,PT. Fajar Indah Makmur Jaya,CP,L,,INDONESIA,263.805.500,0,263.805.500,"4,69"
31-Mar-2026,LCGP,EUREKA PRIMA JAKARTA Tbk,PT. ASURANSI JIWA IFG,IS,L,,INDONESIA,263.378.515,0,263.378.515,"4,68"
31-Mar-2026,LCGP,EUREKA PRIMA JAKARTA Tbk,DANA PENSIUN PUPUK KALIMANTAN TIMUR,PF,L,,INDONESIA,257.053.100,0,257.053.100,"4,57"
31-Mar-2026,LCGP,EUREKA PRIMA JAKARTA Tbk,"BANK DANAMON INDONESIA Tbk, PT - REGISTRAR",IB,L,,INDONESIA,251.878.820,0,251.878.820,"4,47"
31-Mar-2026,LCGP,EUREKA PRIMA JAKARTA Tbk,Reksa Dana Pan Arcadia Dana Saham Bertumbuh,MF,L,,INDONESIA,244.200.900,0,244.200.900,"4,34"
31-Mar-2026,LCGP,EUREKA PRIMA JAKARTA Tbk,YAYASAN KESEJAHTERAAN BANK BUMI DAYA,FD,L,,INDONESIA,206.162.536,0,206.162.536,"3,66"
31-Mar-2026,LCGP,EUREKA PRIMA JAKARTA Tbk,REKSA DANA EMCO MANTAP,MF,L,,INDONESIA,193.787.400,0,193.787.400,"3,44"
31-Mar-2026,LCGP,EUREKA PRIMA JAKARTA Tbk,PERKUMPULAN PENSIUNAN BANK DAGANG NEGARA,OT,L,,INDONESIA,155.358.481,0,155.358.481,"2,76"
31-Mar-2026,LCGP,EUREKA PRIMA JAKARTA Tbk,REKSA DANA MINNA PADI PRINGGONDANI SAHAM,MF,L,,INDONESIA,131.418.022,0,131.418.022,"2,33"
31-Mar-2026,LCGP,EUREKA PRIMA JAKARTA Tbk,CREDIT SUISSE SEC (EUROPE) LIMITED-94644000,SC,F,,UNITED KINGDOM,130.000.000,0,130.000.000,"2,31"
31-Mar-2026,LCGP,EUREKA PRIMA JAKARTA Tbk,PT. SATA SAMUDRA INTERNASIONAL,CP,L,,INDONESIA,125.329.000,0,125.329.000,"2,23"
31-Mar-2026,LCGP,EUREKA PRIMA JAKARTA Tbk,REKSA DANA MINNA PADI KERATON II,MF,L,,INDONESIA,100.000.000,0,100.000.000,"1,78"
31-Mar-2026,LCGP,EUREKA PRIMA JAKARTA Tbk,DR HENDRO PRANOTO,ID,L,INDONESIAN,INDONESIA,94.830.631,0,94.830.631,"1,68"
31-Mar-2026,LCGP,EUREKA PRIMA JAKARTA Tbk,JAKSA AGUNG MUDA BIDANG TINDAK PIDANA KHUSUS KEJAKSAAN REPUBLIK INDONESIA KEJAKSAAN REPUBLIK INDONESIA,OT,L,,INDONESIA,85.772.998,0,85.772.998,"1,52"
31-Mar-2026,LCGP,EUREKA PRIMA JAKARTA Tbk,NOMURA PB NOMINEES LTD.,IB,F,,UNITED KINGDOM,65.000.000,0,65.000.000,"1,15"
31-Mar-2026,LCGP,EUREKA PRIMA JAKARTA Tbk,MORGAN STANLEY AND CO INTERNATIONAL PLC,CP,F,,UNITED KINGDOM,61.800.000,0,61.800.000,"1,10"
31-Mar-2026,LCGP,EUREKA PRIMA JAKARTA Tbk,REKSA DANA AURORA SMC EQUITY,MF,L,,INDONESIA,58.424.800,0,58.424.800,"1,04"
31-Mar-2026,LCKM,LCK GLOBAL KEDATON Tbk,PT LCK INVESTAMA PRIMA INDONESIA,CP,L,,INDONESIA,627.808.000,0,627.808.000,"62,78"
31-Mar-2026,LCKM,LCK GLOBAL KEDATON Tbk,PT MAJU MEKAR MAKMUR,CP,L,,INDONESIA,193.639.400,0,193.639.400,"19,36"
31-Mar-2026,LCKM,LCK GLOBAL KEDATON Tbk,LIM CHIN KIM,ID,F,MALAYSIAN,INDONESIA,47.392.700,0,47.392.700,"4,74"
31-Mar-2026,LCKM,LCK GLOBAL KEDATON Tbk,PT MAJUMAS,CP,L,,INDONESIA,42.815.900,0,42.815.900,"4,28"
31-Mar-2026,LEAD,LOGINDO SAMUDRAMAKMUR Tbk,PT JALAN TERANG SAMUDRA,CP,L,,INDONESIA,1.345.000.000,0,1.345.000.000,"23,19"
31-Mar-2026,LEAD,LOGINDO SAMUDRAMAKMUR Tbk,PACIFIC OFFSHORE PTE LTD,CP,F,,SINGAPORE,18.039.200,1.295.019.000,1.313.058.200,"22,64"
31-Mar-2026,LEAD,LOGINDO SAMUDRAMAKMUR Tbk,MANOJ PITAMBER NANWANI,ID,L,INDONESIAN,INDONESIA,294.835.756,0,294.835.756,"5,08"
31-Mar-2026,LEAD,LOGINDO SAMUDRAMAKMUR Tbk,EDDY KURNIAWAN LOGAM,ID,L,INDONESIAN,INDONESIA,285.724.300,0,285.724.300,"4,93"
31-Mar-2026,LEAD,LOGINDO SAMUDRAMAKMUR Tbk,OCP ASIA FUND V (SF 1) PTE. LIMITED,OT,F,,SINGAPORE,254.704.500,0,254.704.500,"4,39"
31-Mar-2026,LEAD,LOGINDO SAMUDRAMAKMUR Tbk,PINKY NK,ID,L,INDONESIAN,INDONESIA,194.744.700,0,194.744.700,"3,36"
31-Mar-2026,LEAD,LOGINDO SAMUDRAMAKMUR Tbk,OCP ASIA FUND IV (SF 1) PTE. LIMITED,OT,F,,SINGAPORE,150.295.500,0,150.295.500,"2,59"
31-Mar-2026,LEAD,LOGINDO SAMUDRAMAKMUR Tbk,RUDY KURNIAWAN LOGAM,ID,L,INDONESIAN,INDONESIA,120.913.200,0,120.913.200,"2,08"
31-Mar-2026,LEAD,LOGINDO SAMUDRAMAKMUR Tbk,DHEERAJ LACHMAN BHARWANI,ID,L,INDONESIAN,,101.050.071,0,101.050.071,"1,74"
31-Mar-2026,LEAD,LOGINDO SAMUDRAMAKMUR Tbk,MERNA LOGAM,ID,L,INDONESIAN,INDONESIAN,3.245.100,92.000.000,95.245.100,"1,64"
31-Mar-2026,LFLO,IMAGO MULIA PERSADA Tbk,ANG PHEK TUAN,ID,L,INDONESIAN,INDONESIA,25.951.280,400.000.000,425.951.280,"32,57"
31-Mar-2026,LFLO,IMAGO MULIA PERSADA Tbk,ERLANGGA KSATRIA,ID,L,INDONESIAN,INDONESIA,319.463.460,0,319.463.460,"24,43"
31-Mar-2026,LFLO,IMAGO MULIA PERSADA Tbk,PURNAMAWATI GUMULYA,ID,L,INDONESIAN,INDONESIA,19.463.460,300.000.000,319.463.460,"24,43"
31-Mar-2026,LFLO,IMAGO MULIA PERSADA Tbk,"ORIGINATION MULTI INDONESIA, PT",CP,L,,INDONESIA,62.000.000,0,62.000.000,"4,74"
31-Mar-2026,LFLO,IMAGO MULIA PERSADA Tbk,CV. SOLUSI CUAN MAJU,CP,L,,INDONESIA,60.743.800,0,60.743.800,"4,64"
31-Mar-2026,LFLO,IMAGO MULIA PERSADA Tbk,"BERKAH ALAM ASRI, PT",CP,L,,INDONESIA,59.300.000,0,59.300.000,"4,53"
31-Mar-2026,LFLO,IMAGO MULIA PERSADA Tbk,ENNY SOEGIARTO,ID,L,INDONESIAN,INDONESIA,34.402.600,0,34.402.600,"2,63"
31-Mar-2026,LIFE,MSIG LIFE INSURANCE INDONESIA Tbk,"MITSUI SUMITOMO INSURANCE CO.,LTD.",IS,F,,JAPAN,1.680.000.000,0,1.680.000.000,"80,00"
31-Mar-2026,LIFE,MSIG LIFE INSURANCE INDONESIA Tbk,PT SINAR MAS MULTIARTHA Tbk,CP,L,,INDONESIA,262.500.000,0,262.500.000,"12,50"
31-Mar-2026,LIFE,MSIG LIFE INSURANCE INDONESIA Tbk,ASURANSI SIMAS JIWA,IS,L,,INDONESIA,44.388.401,0,44.388.401,"2,11"
31-Mar-2026,LIFE,MSIG LIFE INSURANCE INDONESIA Tbk,SINAR MAS CAKRAWALA,CP,L,,INDONESIA,33.888.885,0,33.888.885,"1,61"
31-Mar-2026,LIFE,MSIG LIFE INSURANCE INDONESIA Tbk,PT.TIMUR SUBUR,CP,L,,INDONESIA,27.321.299,0,27.321.299,"1,30"
31-Mar-2026,LINK,LINK NET Tbk,AXIATA INVESTMENTS (INDONESIA) SDN.BHD,IB,F,,MALAYSIA,1.986.525.127,0,1.986.525.127,"69,38"
31-Mar-2026,LINK,LINK NET Tbk,PT XLSMART TELECOM SEJAHTERA TBK,CP,L,,INDONESIA,550.316.196,0,550.316.196,"19,22"
31-Mar-2026,LINK,LINK NET Tbk,MAYBANK SECURITIES PTE. LTD.,SC,F,,SINGAPORE,136.203.259,0,136.203.259,"4,76"
31-Mar-2026,LINK,LINK NET Tbk,"LINK NET, TBK, PT",CP,L,,INDONESIA,109.241.600,0,109.241.600,"3,82"
31-Mar-2026,LINK,LINK NET Tbk,RHB INVESTMENT BANK BERHAD,IB,F,,MALAYSIA,36.692.377,0,36.692.377,"1,28"
31-Mar-2026,LINK,LINK NET Tbk,REKSA DANA SUCORINVEST EQUITY PRIMA FUND,MF,L,,INDONESIA,31.009.100,0,31.009.100,"1,08"
31-Mar-2026,LION,LION METAL WORKS Tbk,LION HOLDINGS SDN BHD,CP,F,,,0,150.060.000,150.060.000,"28,85"
31-Mar-2026,LION,LION METAL WORKS Tbk,LION HOLDINGS PRIVATE LIMITED,CP,F,,,0,150.060.000,150.060.000,"28,85"
31-Mar-2026,LION,LION METAL WORKS Tbk,CHENG YOONG CHOONG,ID,F,SINGAPOREAN,SINGAPORE,0,25.362.000,25.362.000,"4,88"
31-Mar-2026,LION,LION METAL WORKS Tbk,CHENG YONG LIANG,ID,F,SINGAPOREAN,SINGAPORE,0,25.000.000,25.000.000,"4,81"
31-Mar-2026,LION,LION METAL WORKS Tbk,LC INVESTMENTS (SINGAPORE) PTE LTD,CP,F,,,0,24.490.000,24.490.000,"4,71"
31-Mar-2026,LION,LION METAL WORKS Tbk,JPMORGAN CHASE BANK NA SINGAPORE BRANCH,OT,F,,SINGAPORE,24.000.000,0,24.000.000,"4,61"
31-Mar-2026,LION,LION METAL WORKS Tbk,TRINIDAD INVESTMENT PTE LTD,CP,F,,SINGAPORE,12.700.000,10.445.000,23.145.000,"4,45"
31-Mar-2026,LION,LION METAL WORKS Tbk,GOLDWELL PACIFIC PTE LTD,CP,F,,SINGAPORE,20.000.000,0,20.000.000,"3,84"
31-Mar-2026,LION,LION METAL WORKS Tbk,TAN KEOK BOON,ID,F,SINGAPOREAN,SINGAPORE,20.000.000,0,20.000.000,"3,84"
31-Mar-2026,LION,LION METAL WORKS Tbk,NG SEOK KUAN,ID,F,SINGAPOREAN,SINGAPORE,110.000,7.205.000,7.315.000,"1,41"
31-Mar-2026,LION,LION METAL WORKS Tbk,DIANA SUSANTO,ID,L,INDONESIAN,INDONESIA,5.875.700,0,5.875.700,"1,13"
31-Mar-2026,LIVE,HOMECO VICTORIA MAKMUR Tbk,PT. HOMECO GLOBAL INVESTASI,CP,L,,INDONESIA,3.614.320.000,0,3.614.320.000,"78,69"
31-Mar-2026,LIVE,HOMECO VICTORIA MAKMUR Tbk,ABRAHAM SATYA PUTERA,ID,L,INDONESIAN,INDONESIA,110.112.639,0,110.112.639,"2,40"
31-Mar-2026,LIVE,HOMECO VICTORIA MAKMUR Tbk,TIENNIE SUMARSI,ID,L,INDONESIAN,INDONESIA,71.061.900,0,71.061.900,"1,55"
31-Mar-2026,LIVE,HOMECO VICTORIA MAKMUR Tbk,SUGENG NUGROHO,ID,L,INDONESIAN,INDONESIA,50.112.100,0,50.112.100,"1,09"
31-Mar-2026,LMAS,LIMAS INDONESIA MAKMUR Tbk,SUPARMAN TJAHAJA,ID,L,INDONESIAN,INDONESIA,58.777.200,0,58.777.200,"7,46"
31-Mar-2026,LMAS,LIMAS INDONESIA MAKMUR Tbk,UOB KAY HIAN (HONG KONG) LTD (PLEDGE ACCOUNT) - MADISON PACIFIC TRUST LTD OBO ITEK BACHTIAR,ID,L,INDONESIAN,INDONESIA,56.957.850,0,56.957.850,"7,23"
31-Mar-2026,LMAS,LIMAS INDONESIA MAKMUR Tbk,EKA SUHENDRA,ID,L,INDONESIAN,INDONESIA,51.429.400,0,51.429.400,"6,53"
31-Mar-2026,LMAS,LIMAS INDONESIA MAKMUR Tbk,EFENDI,ID,L,INDONESIAN,INDONESIA,20.005.000,0,20.005.000,"2,54"
31-Mar-2026,LMAS,LIMAS INDONESIA MAKMUR Tbk,WIDAYANTI DARMAWAN,ID,L,INDONESIAN,INDONESIA,12.448.000,0,12.448.000,"1,58"
31-Mar-2026,LMAS,LIMAS INDONESIA MAKMUR Tbk,SIAUW YUNUS SUBANDI,ID,L,INDONESIAN,INDONESIA,11.200.000,0,11.200.000,"1,42"
31-Mar-2026,LMAS,LIMAS INDONESIA MAKMUR Tbk,LISA WIDIASARI ATMADJA,ID,L,INDONESIAN,INDONESIA,10.000.000,0,10.000.000,"1,27"
31-Mar-2026,LMAS,LIMAS INDONESIA MAKMUR Tbk,RIKY CANDJAYA HALIM,ID,L,INDONESIAN,INDONESIA,8.598.100,0,8.598.100,"1,09"
31-Mar-2026,LMAS,LIMAS INDONESIA MAKMUR Tbk,FATLY TJAHAJA,ID,L,INDONESIAN,INDONESIA,8.031.700,0,8.031.700,"1,02"
31-Mar-2026,LMAX,LUPROMAX PELUMAS INDONESIA Tbk,KARTIKO SOEMARGONO,ID,L,INDONESIAN,INDONESIA,0,216.125.000,216.125.000,"33,25"
31-Mar-2026,LMAX,LUPROMAX PELUMAS INDONESIA Tbk,JONG ANTON DWI PUTRO,ID,L,INDONESIAN,INDONESIA,0,91.000.000,91.000.000,"14,00"
31-Mar-2026,LMAX,LUPROMAX PELUMAS INDONESIA Tbk,TRISNO HARNADI,ID,L,INDONESIAN,INDONESIA,0,86.450.000,86.450.000,"13,30"
31-Mar-2026,LMAX,LUPROMAX PELUMAS INDONESIA Tbk,CLARISSA CALLUELLA HABERTH,ID,L,INDONESIAN,INDONESIA,0,61.425.000,61.425.000,"9,45"
31-Mar-2026,LMAX,LUPROMAX PELUMAS INDONESIA Tbk,AGUS SANUSI,ID,L,INDONESIAN,INDONESIA,35.478.700,0,35.478.700,"5,46"
31-Mar-2026,LMAX,LUPROMAX PELUMAS INDONESIA Tbk,RAYMON YONARTO,ID,L,INDONESIAN,INDONESIA,19.639.500,0,19.639.500,"3,02"
31-Mar-2026,LMAX,LUPROMAX PELUMAS INDONESIA Tbk,ALPINO KIANJAYA,ID,L,INDONESIAN,INDONESIA,19.228.700,0,19.228.700,"2,96"
31-Mar-2026,LMAX,LUPROMAX PELUMAS INDONESIA Tbk,BRYAN JAYA RAFLI SJAHPUTRA,ID,L,INDONESIAN,INDONESIA,10.000.000,0,10.000.000,"1,54"
31-Mar-2026,LMAX,LUPROMAX PELUMAS INDONESIA Tbk,MICHAEL WIJAYA,ID,L,INDONESIAN,INDONESIA,9.888.800,0,9.888.800,"1,52"
31-Mar-2026,LMAX,LUPROMAX PELUMAS INDONESIA Tbk,SANJAY SUNNIL NATHANI,ID,L,INDONESIAN,INDONESIA,6.806.300,0,6.806.300,"1,05"
31-Mar-2026,LMAX,LUPROMAX PELUMAS INDONESIA Tbk,ANDRE HANJAYA,ID,L,INDONESIAN,INDONESIA,6.600.000,0,6.600.000,"1,02"
31-Mar-2026,LMPI,LANGGENG MAKMUR INDUSTRI Tbk,HIDAYAT ALIM,ID,L,INDONESIAN,INDONESIAN,0,385.649.140,385.649.140,"38,24"
31-Mar-2026,LMPI,LANGGENG MAKMUR INDUSTRI Tbk,PANGESTU ALIM,ID,L,INDONESIAN,,302.921.271,0,302.921.271,"30,04"
31-Mar-2026,LMPI,LANGGENG MAKMUR INDUSTRI Tbk,PT LANGGENG BAHAGIA,CP,L,,INDONESIA,132.313.291,0,132.313.291,"13,12"
31-Mar-2026,LMPI,LANGGENG MAKMUR INDUSTRI Tbk,KANTOR PUSAT DJKN DITJEN KEKAYAAN NEGARA KEMENTRIAN KEUANGAN,OT,L,,INDONESIA,57.901.002,0,57.901.002,"5,74"
31-Mar-2026,LMPI,LANGGENG MAKMUR INDUSTRI Tbk,ANDRE ALIM,ID,L,INDONESIAN,INDONESIA,0,41.056.625,41.056.625,"4,07"
31-Mar-2026,LMPI,LANGGENG MAKMUR INDUSTRI Tbk,REZAWAN HADINATA.IR,ID,L,INDONESIAN,INDONESIA,27.485.600,0,27.485.600,"2,73"
31-Mar-2026,LMPI,LANGGENG MAKMUR INDUSTRI Tbk,HENDRA,ID,L,INDONESIAN,INDONESIA,19.514.400,0,19.514.400,"1,93"
31-Mar-2026,LMPI,LANGGENG MAKMUR INDUSTRI Tbk,ANDREW ALIM,ID,L,INDONESIAN,INDONESIA,0,10.772.612,10.772.612,"1,07"
31-Mar-2026,LMSH,LIONMESH PRIMA Tbk,LION HOLDINGS PRIVATE LIMITED,CP,F,,,0,24.527.000,24.527.000,"25,55"
31-Mar-2026,LMSH,LIONMESH PRIMA Tbk,JUSUP SUTRISNO,ID,L,INDONESIAN,INDONESIAN,480.000,9.460.000,9.940.000,"10,35"
31-Mar-2026,LMSH,LIONMESH PRIMA Tbk,TJOE TJOE PENG LAWER S,ID,L,INDONESIAN,INDONESIA,370.000,9.513.000,9.883.000,"10,29"
31-Mar-2026,LMSH,LIONMESH PRIMA Tbk,TRINIDAD INVESTMENT PTE LTD,CP,F,,SINGAPORE,0,6.400.000,6.400.000,"6,67"
31-Mar-2026,LMSH,LIONMESH PRIMA Tbk,GOLDWELL PACIFIC PTE LTD,CP,F,,SINGAPORE,4.700.000,0,4.700.000,"4,90"
31-Mar-2026,LMSH,LIONMESH PRIMA Tbk,CHENG ZHI WEI,ID,F,SINGAPOREAN,SINGAPORE,4.090.300,0,4.090.300,"4,26"
31-Mar-2026,LMSH,LIONMESH PRIMA Tbk,GO SIAUW HONG,ID,L,INDONESIAN,INDONESIA,3.695.000,0,3.695.000,"3,85"
31-Mar-2026,LMSH,LIONMESH PRIMA Tbk,CHENG YONG KIM,ID,F,SINGAPOREAN,,3.322.200,0,3.322.200,"3,46"
31-Mar-2026,LMSH,LIONMESH PRIMA Tbk,CHENG YONG LIANG,ID,F,SINGAPOREAN,SINGAPORE,3.270.400,0,3.270.400,"3,41"
31-Mar-2026,LMSH,LIONMESH PRIMA Tbk,CHENG YONG KWANG,ID,F,SINGAPOREAN,,3.245.400,0,3.245.400,"3,38"
31-Mar-2026,LMSH,LIONMESH PRIMA Tbk,CHENG YOONG CHOONG,ID,F,SINGAPOREAN,SINGAPORE,3.230.400,0,3.230.400,"3,37"
31-Mar-2026,LMSH,LIONMESH PRIMA Tbk,"BANTRUNK MURNI INDONESIA, PT",CP,L,,,0,3.000.000,3.000.000,"3,13"
31-Mar-2026,LMSH,LIONMESH PRIMA Tbk,CHENG WEN YI,ID,F,SINGAPOREAN,SINGAPORE,2.500.000,0,2.500.000,"2,60"
31-Mar-2026,LMSH,LIONMESH PRIMA Tbk,CHENG BOON LIN (ZHONG WENLIN),ID,F,SINGAPOREAN,SINGAPORE,2.500.000,0,2.500.000,"2,60"
31-Mar-2026,LMSH,LIONMESH PRIMA Tbk,SUWANTARA GOTAMA,ID,L,INDONESIAN,SINGAPORE,2.325.000,0,2.325.000,"2,42"
